Sector_name,Country_here,d2014_2018,d2018_2022,d2022_2023,Grid,d2014_2019,d2019_2023,d2023_2024,d2018_2024,d2024_2025
"Courier services","USA",0,0,0,"STRI2023",,,,,
"Distribution services","USA",0,0,0,"STRI2023",,,,,
"Cargo-handling","USA",0,0,0,"STRI2023",,,,,
"Storage and warehouse","USA",0,0,0,"STRI2023",,,,,
"Freight-forwarding","USA",0,0,0,"STRI2023",,,,,
"Customs brokerage","USA",0,0,0,"STRI2023",,,,,
"Market bridging and supporting services","USA",,,,"STRI2023",,,,,
"Legal services","USA",-3.861998,0,0,"STRI2023",,,,,
"Accounting services","USA",0,0,0,"STRI2023",,,,,
"Commercial banking","USA",0,0,0,"STRI2023",,,,,
"Insurance","USA",0,0,0,"STRI2023",,,,,
"Physical infrastructure services","USA",,,,"STRI2023",,,,,
"Construction","USA",0,0,0,"STRI2023",,,,,
"Architecture services","USA",0,0,0,"STRI2023",,,,,
"Engineering services","USA",0,0,0,"STRI2023",,,,,
"Digital network","VNM",,,,"STRI2023",,,,,
"Computer services","VNM",0,-6.25673,13.34865,"STRI2023",,,,,
"Telecommunication","VNM",0,2.854627,2.7754,"STRI2023",,,,,
"Broadcasting","VNM",0,0,11.89511,"STRI2023",,,,,
"Motion pictures","VNM",0,0,7.39325,"STRI2023",,,,,
"Sound recording","VNM",0,0,10.4593,"STRI2023",,,,,
"Logistics and related services","VNM",,,,"STRI2023",,,,,
"Air transport","VNM",-.8755544,-11.05355,3.106797,"STRI2023",,,,,
"Maritime transport","VNM",13.54468,-3.976313,8.281935,"STRI2023",,,,,
"Road freight transport","VNM",-4.480138,-5.221236,9.897299,"STRI2023",,,,,
"Rail freight transport","VNM",-6.703398,5.118119,9.737825,"STRI2023",,,,,
"Courier services","VNM",-3.375571,0,14.11515,"STRI2023",,,,,
"Distribution services","VNM",-12.94229,4.263074,8.177514,"STRI2023",,,,,
"Cargo-handling","VNM",-7.927835,0,8.313547,"STRI2023",,,,,
"Storage and warehouse","VNM",-9.811564,-2.838702,9.232155,"STRI2023",,,,,
"Freight-forwarding","VNM",-13.80754,5.825249,11.00917,"STRI2023",,,,,
"Customs brokerage","VNM",-3.909103,7.379378,13.74449,"STRI2023",,,,,
"Market bridging and supporting services","VNM",,,,"STRI2023",,,,,
"Legal services","VNM",0,0,4.779171,"STRI2023",,,,,
"Accounting services","VNM",0,0,8.323276,"STRI2023",,,,,
"Commercial banking","VNM",-2.380949,0,7.665502,"STRI2023",,,,,
"Insurance","VNM",0,0,3.996247,"STRI2023",,,,,
"Physical infrastructure services","VNM",,,,"STRI2023",,,,,
"Construction","VNM",0,0,8.985977,"STRI2023",,,,,
"Architecture services","VNM",0,5.441349,10.3211,"STRI2023",,,,,
"Engineering services","VNM",0,0,11.55943,"STRI2023",,,,,
"Digital network","ZAF",,,,"STRI2023",,,,,
"Computer services","ZAF",40.83971,0,0,"STRI2023",,,,,
"Telecommunication","ZAF",11.82473,0,0,"STRI2023",,,,,
"Broadcasting","ZAF",7.83076,0,0,"STRI2023",,,,,
"Motion pictures","ZAF",32.48979,0,0,"STRI2023",,,,,
"Sound recording","ZAF",23.45866,0,0,"STRI2023",,,,,
"Logistics and related services","ZAF",,,,"STRI2023",,,,,
"Air transport","ZAF",4.791542,0,0,"STRI2023",,,,,
"Maritime transport","ZAF",18.61702,0,0,"STRI2023",,,,,
"Road freight transport","ZAF",36.22393,0,0,"STRI2023",,,,,
"Rail freight transport","ZAF",16.78421,0,0,"STRI2023",,,,,
"Courier services","ZAF",8.578836,0,0,"STRI2023",,,,,
"Distribution services","ZAF",24.59159,0,0,"STRI2023",,,,,
"Cargo-handling","ZAF",19.48052,0,0,"STRI2023",,,,,
"Storage and warehouse","ZAF",18.7862,0,0,"STRI2023",,,,,
"Freight-forwarding","ZAF",20,0,0,"STRI2023",,,,,
"Customs brokerage","ZAF",24.02826,0,0,"STRI2023",,,,,
"Market bridging and supporting services","ZAF",,,,"STRI2023",,,,,
"Legal services","ZAF",7.468884,0,0,"STRI2023",,,,,
"Accounting services","ZAF",13.86611,0,0,"STRI2023",,,,,
"Commercial banking","ZAF",6.818186,0,0,"STRI2023",,,,,
"Insurance","ZAF",-4.230624,-23.58614,0,"STRI2023",,,,,
"Physical infrastructure services","ZAF",,,,"STRI2023",,,,,
"Construction","ZAF",28.176,0,0,"STRI2023",,,,,
"Architecture services","ZAF",17.20311,0,0,"STRI2023",,,,,
"Engineering services","ZAF",14.90911,0,0,"STRI2023",,,,,
"Digital network","AUS",,,,"STRI2024",,,,,
"Computer services","AUS",,,,"STRI2024",-.4323189,-17.81972,10.84184,,
"Telecommunication","AUS",,,,"STRI2024",-1.281944,-9.234365,5.086923,,
"Broadcasting","AUS",,,,"STRI2024",-3.951826,-9.012543,4.952629,,
"Motion pictures","AUS",,,,"STRI2024",-1.866668,-15.48913,9.163981,,
"Sound recording","AUS",,,,"STRI2024",-2.260269,-11.49265,6.492482,,
"Logistics and related services","AUS",,,,"STRI2024",,,,,
"Air transport","AUS",,,,"STRI2024",-.8591359,-3.071644,1.584497,,
"Maritime transport","AUS",,,,"STRI2024",-6.143344,-4,2.083338,,
"Road freight transport","AUS",,,,"STRI2024",1.23711,-24.03259,15.81769,,
"Rail freight transport","AUS",,,,"STRI2024",-7.535646,-6.607928,3.537729,,
"Courier services","AUS",,,,"STRI2024",-3.008772,-2.040597,1.041557,,
"Distribution services","AUS",,,,"STRI2024",-3.31877,-11.21534,6.316035,,
"Cargo-handling","AUS",,,,"STRI2024",-6.198351,-7.342144,3.96197,,
"Storage and warehouse","AUS",,,,"STRI2024",-1.564214,-13.42105,7.750757,,
"Freight-forwarding","AUS",,,,"STRI2024",-.5952376,-13.17365,7.586208,,
"Customs brokerage","AUS",,,,"STRI2024",-3.703709,-12.30769,7.01755,,
"Market bridging and supporting services","AUS",,,,"STRI2024",,,,,
"Legal services","AUS",,,,"STRI2024",-4.319916,-8.663816,4.742822,,
"Accounting services","AUS",,,,"STRI2024",-.3218092,-10.49233,5.861133,,
"Commercial banking","AUS",,,,"STRI2024",-5.054144,-6.083651,3.238863,,
"Insurance","AUS",,,,"STRI2024",-2.201381,-7.044611,2.989533,,
"Physical infrastructure services","AUS",,,,"STRI2024",,,,,
"Construction","AUS",,,,"STRI2024",2.702112,-10.25558,9.87196,,
"Architecture services","AUS",,,,"STRI2024",6.220096,-19.81982,12.35955,,
"Engineering services","AUS",,,,"STRI2024",2.458414,-19.76006,12.31311,,
"Digital network","AUT",,,,"STRI2024",,,,,
"Computer services","AUT",,,,"STRI2024",0,7.55611,0,,
"Telecommunication","AUT",,,,"STRI2024",6.438261,19.27348,0,,
"Broadcasting","AUT",,,,"STRI2024",0,0,0,,
"Motion pictures","AUT",,,,"STRI2024",0,7.821544,0,,
"Sound recording","AUT",,,,"STRI2024",0,9.111619,0,,
"Logistics and related services","AUT",,,,"STRI2024",,,,,
"Air transport","AUT",,,,"STRI2024",0,0,0,,
"Road freight transport","AUT",,,,"STRI2024",0,0,0,,
"Rail freight transport","AUT",,,,"STRI2024",0,0,0,,
"Courier services","AUT",,,,"STRI2024",0,-6.959383,0,,
"Distribution services","AUT",,,,"STRI2024",0,7.189852,0,,
"Cargo-handling","AUT",,,,"STRI2024",0,10.2489,0,,
"Storage and warehouse","AUT",,,,"STRI2024",6.498137,6.101645,0,,
"Freight-forwarding","AUT",,,,"STRI2024",0,6.557378,0,,
"Customs brokerage","AUT",,,,"STRI2024",0,11.07955,0,,
"Market bridging and supporting services","AUT",,,,"STRI2024",,,,,
"Legal services","AUT",,,,"STRI2024",0,27.22152,0,,
"Accounting services","AUT",,,,"STRI2024",0,3.729733,0,,
"Commercial banking","AUT",,,,"STRI2024",0,9.865466,0,,
"Insurance","AUT",,,,"STRI2024",0,4.748787,0,,
"Physical infrastructure services","AUT",,,,"STRI2024",,,,,
"Construction","AUT",,,,"STRI2024",0,0,0,,
"Architecture services","AUT",,,,"STRI2024",0,0,0,,
"Engineering services","AUT",,,,"STRI2024",0,0,0,,
"Digital network","BEL",,,,"STRI2024",,,,,
"Computer services","BEL",,,,"STRI2024",-9.869844,12.50174,0,,
"Telecommunication","BEL",,,,"STRI2024",-5.905045,25.49348,0,,
"Broadcasting","BEL",,,,"STRI2024",-4.823285,9.611177,0,,
"Motion pictures","BEL",,,,"STRI2024",-13.6226,16.1799,0,,
"Sound recording","BEL",,,,"STRI2024",-15.36246,15.59841,0,,
"Logistics and related services","BEL",,,,"STRI2024",,,,,
"Air transport","BEL",,,,"STRI2024",-4.392673,1.148625,0,,
"Maritime transport","BEL",,,,"STRI2024",-7.723036,10.96682,0,,
"Road freight transport","BEL",,,,"STRI2024",-8.845489,11.53119,0,,
"Rail freight transport","BEL",,,,"STRI2024",-20.05772,12.81588,0,,
"Courier services","BEL",,,,"STRI2024",-9.663277,15.22258,0,,
"Distribution services","BEL",,,,"STRI2024",-12.76411,11.04081,0,,
"Cargo-handling","BEL",,,,"STRI2024",-10.52632,14.64331,0,,
"Storage and warehouse","BEL",,,,"STRI2024",-.1378029,10.67793,0,,
"Freight-forwarding","BEL",,,,"STRI2024",-3.428568,8.875731,0,,
"Customs brokerage","BEL",,,,"STRI2024",-7.951811,14.52879,0,,
"Market bridging and supporting services","BEL",,,,"STRI2024",,,,,
"Legal services","BEL",,,,"STRI2024",-5.94422,-.2430693,0,,
"Accounting services","BEL",,,,"STRI2024",-5.8548,-4.477613,0,,
"Commercial banking","BEL",,,,"STRI2024",-4.878048,10.62271,0,,
"Insurance","BEL",,,,"STRI2024",-5.420693,11.88637,-2.383073,,
"Physical infrastructure services","BEL",,,,"STRI2024",,,,,
"Construction","BEL",,,,"STRI2024",-15.19879,10.2176,0,,
"Architecture services","BEL",,,,"STRI2024",-9.621452,9.249567,0,,
"Engineering services","BEL",,,,"STRI2024",-8.210168,10.79307,0,,
"Digital network","BRA",,,,"STRI2024",,,,,
"Computer services","BRA",,,,"STRI2024",-10.37074,-19.14303,0,,
"Telecommunication","BRA",,,,"STRI2024",-8.784556,-12.93773,0,,
"Broadcasting","BRA",,,,"STRI2024",2.076178,-9.639181,0,,
"Motion pictures","BRA",,,,"STRI2024",-.7629617,-15.80064,4.471035,,
"Sound recording","BRA",,,,"STRI2024",-5.548659,-16.57168,0,,
"Logistics and related services","BRA",,,,"STRI2024",,,,,
"Air transport","BRA",,,,"STRI2024",-53.03319,-20.92811,0,,
"Maritime transport","BRA",,,,"STRI2024",-6.437384,-16.68237,-2.601809,,
"Road freight transport","BRA",,,,"STRI2024",14.02818,-15.11858,0,,
"Rail freight transport","BRA",,,,"STRI2024",-1.344746,-18.58736,0,,
"Courier services","BRA",,,,"STRI2024",1.07711,-11.1714,0,,
"Distribution services","BRA",,,,"STRI2024",-9.435546,-22.09521,0,,
"Cargo-handling","BRA",,,,"STRI2024",-7.754554,-18.64035,0,,
"Storage and warehouse","BRA",,,,"STRI2024",-9.988708,-14.92358,0,,
"Freight-forwarding","BRA",,,,"STRI2024",-17.93722,-20.21857,0,,
"Customs brokerage","BRA",,,,"STRI2024",-6.315775,-24.71911,0,,
"Market bridging and supporting services","BRA",,,,"STRI2024",,,,,
"Legal services","BRA",,,,"STRI2024",1.804557,-9.926366,0,,
"Accounting services","BRA",,,,"STRI2024",-5.436345,-3.681288,0,,
"Commercial banking","BRA",,,,"STRI2024",-.7999908,-31.45162,0,,
"Insurance","BRA",,,,"STRI2024",-.5128878,-13.73833,0,,
"Physical infrastructure services","BRA",,,,"STRI2024",,,,,
"Construction","BRA",,,,"STRI2024",-11.25571,-12.59902,0,,
"Architecture services","BRA",,,,"STRI2024",-6.723593,-8.009146,0,,
"Engineering services","BRA",,,,"STRI2024",-10.07752,-14.40162,0,,
"Digital network","CAN",,,,"STRI2024",,,,,
"Computer services","CAN",,,,"STRI2024",0,0,0,,
"Telecommunication","CAN",,,,"STRI2024",-6.267125,0,0,,
"Broadcasting","CAN",,,,"STRI2024",0,0,0,,
"Motion pictures","CAN",,,,"STRI2024",0,0,0,,
"Sound recording","CAN",,,,"STRI2024",0,0,0,,
"Logistics and related services","CAN",,,,"STRI2024",,,,,
"Air transport","CAN",,,,"STRI2024",-7.454244,0,0,,
"Maritime transport","CAN",,,,"STRI2024",0,0,0,,
"Road freight transport","CAN",,,,"STRI2024",0,0,0,,
"Rail freight transport","CAN",,,,"STRI2024",0,0,0,,
"Courier services","CAN",,,,"STRI2024",0,0,0,,
"Distribution services","CAN",,,,"STRI2024",-2.463942,0,0,,
"Cargo-handling","CAN",,,,"STRI2024",-1.780818,0,0,,
"Storage and warehouse","CAN",,,,"STRI2024",-5.208751,0,0,,
"Freight-forwarding","CAN",,,,"STRI2024",0,0,0,,
"Customs brokerage","CAN",,,,"STRI2024",0,0,0,,
"Market bridging and supporting services","CAN",,,,"STRI2024",,,,,
"Legal services","CAN",,,,"STRI2024",0,0,0,,
"Accounting services","CAN",,,,"STRI2024",0,0,0,,
"Commercial banking","CAN",,,,"STRI2024",0,0,0,,
"Insurance","CAN",,,,"STRI2024",0,0,0,,
"Physical infrastructure services","CAN",,,,"STRI2024",,,,,
"Construction","CAN",,,,"STRI2024",0,0,0,,
"Architecture services","CAN",,,,"STRI2024",0,0,0,,
"Engineering services","CAN",,,,"STRI2024",0,-7.059586,0,,
"Digital network","CHE",,,,"STRI2024",,,,,
"Computer services","CHE",,,,"STRI2024",0,5.213913,0,,
"Telecommunication","CHE",,,,"STRI2024",0,2.743064,0,,
"Broadcasting","CHE",,,,"STRI2024",1.419827,1.39995,5.23685,,
"Motion pictures","CHE",,,,"STRI2024",0,6.515437,6.434078,,
"Sound recording","CHE",,,,"STRI2024",0,8.667391,0,,
"Logistics and related services","CHE",,,,"STRI2024",,,,,
"Air transport","CHE",,,,"STRI2024",0,2.350654,0,,
"Road freight transport","CHE",,,,"STRI2024",0,4.586061,0,,
"Rail freight transport","CHE",,,,"STRI2024",0,2.503289,0,,
"Courier services","CHE",,,,"STRI2024",0,2.439805,0,,
"Distribution services","CHE",,,,"STRI2024",0,3.806785,0,,
"Cargo-handling","CHE",,,,"STRI2024",0,5.23385,0,,
"Storage and warehouse","CHE",,,,"STRI2024",0,3.389826,0,,
"Freight-forwarding","CHE",,,,"STRI2024",0,1.485153,0,,
"Customs brokerage","CHE",,,,"STRI2024",0,4.269083,0,,
"Market bridging and supporting services","CHE",,,,"STRI2024",,,,,
"Legal services","CHE",,,,"STRI2024",0,2.244479,0,,
"Accounting services","CHE",,,,"STRI2024",0,3.904216,0,,
"Commercial banking","CHE",,,,"STRI2024",0,1.876673,0,,
"Insurance","CHE",,,,"STRI2024",0,1.542798,0,,
"Physical infrastructure services","CHE",,,,"STRI2024",,,,,
"Construction","CHE",,,,"STRI2024",0,4.348243,0,,
"Architecture services","CHE",,,,"STRI2024",0,7.587065,0,,
"Engineering services","CHE",,,,"STRI2024",0,4.430007,0,,
"Digital network","CHL",,,,"STRI2024",,,,,
"Computer services","CHL",,,,"STRI2024",0,36.89166,0,,
"Telecommunication","CHL",,,,"STRI2024",0,1.798055,0,,
"Broadcasting","CHL",,,,"STRI2024",0,3.094601,0,,
"Motion pictures","CHL",,,,"STRI2024",0,10.91258,0,,
"Sound recording","CHL",,,,"STRI2024",0,19.12443,0,,
"Logistics and related services","CHL",,,,"STRI2024",,,,,
"Air transport","CHL",,,,"STRI2024",0,5.61986,0,,
"Maritime transport","CHL",,,,"STRI2024",0,20.26022,0,,
"Road freight transport","CHL",,,,"STRI2024",0,-3.77359,0,,
"Rail freight transport","CHL",,,,"STRI2024",0,11.60221,0,,
"Courier services","CHL",,,,"STRI2024",0,2.222751,0,,
"Distribution services","CHL",,,,"STRI2024",-6.877274,17.09674,0,,
"Cargo-handling","CHL",,,,"STRI2024",-8.291874,10.84991,0,,
"Storage and warehouse","CHL",,,,"STRI2024",-12.96314,-6.166469,0,,
"Freight-forwarding","CHL",,,,"STRI2024",-13.41464,-2.112674,0,,
"Customs brokerage","CHL",,,,"STRI2024",-12.69686,-10.14656,0,,
"Market bridging and supporting services","CHL",,,,"STRI2024",,,,,
"Legal services","CHL",,,,"STRI2024",0,20.98881,0,,
"Accounting services","CHL",,,,"STRI2024",0,35.46512,0,,
"Commercial banking","CHL",,,,"STRI2024",-2.621719,10.38461,0,,
"Insurance","CHL",,,,"STRI2024",0,5.704648,0,,
"Physical infrastructure services","CHL",,,,"STRI2024",,,,,
"Construction","CHL",,,,"STRI2024",0,29.807,0,,
"Architecture services","CHL",,,,"STRI2024",0,20.45455,0,,
"Engineering services","CHL",,,,"STRI2024",0,28.73462,0,,
"Digital network","CHN",,,,"STRI2024",,,,,
"Computer services","CHN",,,,"STRI2024",9.503733,-23.16291,0,,
"Telecommunication","CHN",,,,"STRI2024",3.024612,-8.449613,0,,
"Broadcasting","CHN",,,,"STRI2024",5.965295,-5.040944,0,,
"Motion pictures","CHN",,,,"STRI2024",7.95671,-9.621811,0,,
"Sound recording","CHN",,,,"STRI2024",4.898828,-12.08121,0,,
"Logistics and related services","CHN",,,,"STRI2024",,,,,
"Air transport","CHN",,,,"STRI2024",3.289281,-14.13705,0,,
"Maritime transport","CHN",,,,"STRI2024",-22.04502,-21.78099,0,,
"Road freight transport","CHN",,,,"STRI2024",7.776959,-30.15656,0,,
"Rail freight transport","CHN",,,,"STRI2024",-15.0289,-18.25397,0,,
"Courier services","CHN",,,,"STRI2024",5.085062,-11.19018,0,,
"Distribution services","CHN",,,,"STRI2024",4.799319,-22.93675,0,,
"Cargo-handling","CHN",,,,"STRI2024",-20.71006,-26.21268,0,,
"Storage and warehouse","CHN",,,,"STRI2024",5.575956,-18.63969,0,,
"Freight-forwarding","CHN",,,,"STRI2024",6.486486,-16.75127,0,,
"Customs brokerage","CHN",,,,"STRI2024",8.167528,-24.68538,0,,
"Market bridging and supporting services","CHN",,,,"STRI2024",,,,,
"Legal services","CHN",,,,"STRI2024",5.287149,-13.41991,0,,
"Accounting services","CHN",,,,"STRI2024",3.110203,-1.508198,0,,
"Commercial banking","CHN",,,,"STRI2024",4.182508,-19.89051,0,,
"Insurance","CHN",,,,"STRI2024",-13.66602,-18.11613,0,,
"Physical infrastructure services","CHN",,,,"STRI2024",,,,,
"Construction","CHN",,,,"STRI2024",9.394981,-33.94535,0,,
"Architecture services","CHN",,,,"STRI2024",-1.565761,-28.95016,0,,
"Engineering services","CHN",,,,"STRI2024",-7.257648,-24.42705,0,,
"Digital network","COL",,,,"STRI2024",,,,,
"Computer services","COL",,,,"STRI2024",-7.515627,24.10814,0,,
"Telecommunication","COL",,,,"STRI2024",-5.457967,9.080666,0,,
"Broadcasting","COL",,,,"STRI2024",-3.115683,2.58669,0,,
"Motion pictures","COL",,,,"STRI2024",-7.596622,10.96154,0,,
"Sound recording","COL",,,,"STRI2024",-4.703838,15.11274,0,,
"Logistics and related services","COL",,,,"STRI2024",,,,,
"Air transport","COL",,,,"STRI2024",-.2016335,5.306255,0,,
"Maritime transport","COL",,,,"STRI2024",4.131051,12.4487,0,,
"Road freight transport","COL",,,,"STRI2024",-5.030037,17.39131,0,,
"Rail freight transport","COL",,,,"STRI2024",-1.52284,9.793813,0,,
"Courier services","COL",,,,"STRI2024",9.972044,4.968432,0,,
"Distribution services","COL",,,,"STRI2024",-1.3652,9.355396,0,,
"Cargo-handling","COL",,,,"STRI2024",12.4138,9.202454,0,,
"Storage and warehouse","COL",,,,"STRI2024",17.05705,7.74568,0,,
"Freight-forwarding","COL",,,,"STRI2024",23.07693,10.41666,0,,
"Customs brokerage","COL",,,,"STRI2024",12.85232,3.596402,0,,
"Market bridging and supporting services","COL",,,,"STRI2024",,,,,
"Legal services","COL",,,,"STRI2024",-5.464929,19.06816,0,,
"Accounting services","COL",,,,"STRI2024",-5.637252,16.19048,0,,
"Commercial banking","COL",,,,"STRI2024",-1.871655,7.084455,0,,
"Insurance","COL",,,,"STRI2024",-3.939763,5.795077,0,,
"Physical infrastructure services","COL",,,,"STRI2024",,,,,
"Construction","COL",,,,"STRI2024",-8.884547,22.61589,0,,
"Architecture services","COL",,,,"STRI2024",-19.84898,24.49528,0,,
"Engineering services","COL",,,,"STRI2024",-10.61453,24.86112,0,,
"Digital network","CRI",,,,"STRI2024",,,,,
"Computer services","CRI",,,,"STRI2024",0,-6.620222,0,,
"Telecommunication","CRI",,,,"STRI2024",0,-3.229125,0,,
"Broadcasting","CRI",,,,"STRI2024",0,-2.290676,0,,
"Motion pictures","CRI",,,,"STRI2024",9.202455,-8.426967,0,,
"Sound recording","CRI",,,,"STRI2024",0,-10.87696,0,,
"Logistics and related services","CRI",,,,"STRI2024",,,,,
"Air transport","CRI",,,,"STRI2024",0,-2.133934,0,,
"Maritime transport","CRI",,,,"STRI2024",0,-3.47721,0,,
"Road freight transport","CRI",,,,"STRI2024",0,-3.307559,0,,
"Rail freight transport","CRI",,,,"STRI2024",0,-2.149323,0,,
"Courier services","CRI",,,,"STRI2024",0,4.079513,0,,
"Distribution services","CRI",,,,"STRI2024",-5.941059,-13.08714,0,,
"Cargo-handling","CRI",,,,"STRI2024",0,-6.504066,0,,
"Storage and warehouse","CRI",,,,"STRI2024",0,-7.050154,0,,
"Freight-forwarding","CRI",,,,"STRI2024",0,-12.87129,0,,
"Customs brokerage","CRI",,,,"STRI2024",0,-16.52807,0,,
"Market bridging and supporting services","CRI",,,,"STRI2024",,,,,
"Legal services","CRI",,,,"STRI2024",0,-6.410254,0,,
"Accounting services","CRI",,,,"STRI2024",-2.700305,-3.412193,0,,
"Commercial banking","CRI",,,,"STRI2024",-5.405414,-11.83673,0,,
"Insurance","CRI",,,,"STRI2024",0,-1.672973,0,,
"Physical infrastructure services","CRI",,,,"STRI2024",,,,,
"Construction","CRI",,,,"STRI2024",0,-5.183066,0,,
"Architecture services","CRI",,,,"STRI2024",0,-13.60799,0,,
"Engineering services","CRI",,,,"STRI2024",0,-9.34279,0,,
"Digital network","CZE",,,,"STRI2024",,,,,
"Computer services","CZE",,,,"STRI2024",17.09914,27.24722,0,,
"Telecommunication","CZE",,,,"STRI2024",-34.53994,25.36818,0,,
"Broadcasting","CZE",,,,"STRI2024",16.51179,13.49694,0,,
"Motion pictures","CZE",,,,"STRI2024",17.11712,17.30769,0,,
"Sound recording","CZE",,,,"STRI2024",11.29477,19.80198,0,,
"Logistics and related services","CZE",,,,"STRI2024",,,,,
"Air transport","CZE",,,,"STRI2024",1.229223,1.22787,0,,
"Road freight transport","CZE",,,,"STRI2024",14.73158,8.37867,0,,
"Rail freight transport","CZE",,,,"STRI2024",-6.320541,17.10844,0,,
"Courier services","CZE",,,,"STRI2024",5.989112,12.36682,0,,
"Distribution services","CZE",,,,"STRI2024",6.725337,4.896719,0,,
"Cargo-handling","CZE",,,,"STRI2024",7.911393,13.78299,0,,
"Storage and warehouse","CZE",,,,"STRI2024",41.66901,8.290368,0,,
"Freight-forwarding","CZE",,,,"STRI2024",18.33334,4.225357,0,,
"Customs brokerage","CZE",,,,"STRI2024",15.28663,9.116009,0,,
"Market bridging and supporting services","CZE",,,,"STRI2024",,,,,
"Legal services","CZE",,,,"STRI2024",5.461848,3.046468,0,,
"Accounting services","CZE",,,,"STRI2024",8.748313,9.282184,0,,
"Commercial banking","CZE",,,,"STRI2024",7.017545,5.737705,0,,
"Insurance","CZE",,,,"STRI2024",5.627464,3.063395,0,,
"Physical infrastructure services","CZE",,,,"STRI2024",,,,,
"Construction","CZE",,,,"STRI2024",12.74132,6.205479,0,,
"Architecture services","CZE",,,,"STRI2024",22.91667,10.33899,0,,
"Engineering services","CZE",,,,"STRI2024",12.13172,5.795982,0,,
"Digital network","DEU",,,,"STRI2024",,,,,
"Computer services","DEU",,,,"STRI2024",11.01871,8.111021,0,,
"Telecommunication","DEU",,,,"STRI2024",7.506738,10.47468,0,,
"Broadcasting","DEU",,,,"STRI2024",6.139885,0,0,,
"Motion pictures","DEU",,,,"STRI2024",9.956331,10.72279,0,,
"Sound recording","DEU",,,,"STRI2024",9.447001,16.84211,0,,
"Logistics and related services","DEU",,,,"STRI2024",,,,,
"Air transport","DEU",,,,"STRI2024",1.306669,1.304225,0,,
"Maritime transport","DEU",,,,"STRI2024",2.407008,6.196576,0,,
"Road freight transport","DEU",,,,"STRI2024",8.606859,5.171254,0,,
"Rail freight transport","DEU",,,,"STRI2024",3.112027,3.822931,0,,
"Courier services","DEU",,,,"STRI2024",5.597438,11.60093,0,,
"Distribution services","DEU",,,,"STRI2024",5.484036,0,0,,
"Cargo-handling","DEU",,,,"STRI2024",5.747127,10.21739,0,,
"Storage and warehouse","DEU",,,,"STRI2024",23.01723,5.273776,0,,
"Freight-forwarding","DEU",,,,"STRI2024",11.70213,2.85714,0,,
"Customs brokerage","DEU",,,,"STRI2024",11.29411,6.976741,0,,
"Market bridging and supporting services","DEU",,,,"STRI2024",,,,,
"Legal services","DEU",,,,"STRI2024",3.665456,0,0,,
"Accounting services","DEU",,,,"STRI2024",6.519566,7.062146,0,,
"Commercial banking","DEU",,,,"STRI2024",4.255314,3.571434,0,,
"Insurance","DEU",,,,"STRI2024",5.220572,2.852887,0,,
"Physical infrastructure services","DEU",,,,"STRI2024",,,,,
"Construction","DEU",,,,"STRI2024",13.21058,6.407354,0,,
"Architecture services","DEU",,,,"STRI2024",19.33217,8.983801,0,,
"Engineering services","DEU",,,,"STRI2024",11.54164,5.543228,0,,
"Digital network","DNK",,,,"STRI2024",,,,,
"Computer services","DNK",,,,"STRI2024",21.58718,16.70728,0,,
"Telecommunication","DNK",,,,"STRI2024",4.547749,37.86832,0,,
"Broadcasting","DNK",,,,"STRI2024",-5.585229,-2.417709,0,,
"Motion pictures","DNK",,,,"STRI2024",2.788464,10.00935,0,,
"Sound recording","DNK",,,,"STRI2024",11.44322,9.731788,0,,
"Logistics and related services","DNK",,,,"STRI2024",,,,,
"Air transport","DNK",,,,"STRI2024",-1.410332,2.57493,0,,
"Maritime transport","DNK",,,,"STRI2024",12.10614,5.917167,0,,
"Road freight transport","DNK",,,,"STRI2024",3.127079,12.58064,0,,
"Rail freight transport","DNK",,,,"STRI2024",2.182536,3.689323,0,,
"Courier services","DNK",,,,"STRI2024",-3.112302,-2.792798,-6.245742,,
"Distribution services","DNK",,,,"STRI2024",4.325715,-6.299118,0,,
"Cargo-handling","DNK",,,,"STRI2024",5.128205,.3752345,0,,
"Storage and warehouse","DNK",,,,"STRI2024",7.729715,3.020485,0,,
"Freight-forwarding","DNK",,,,"STRI2024",18.94738,1.76991,0,,
"Customs brokerage","DNK",,,,"STRI2024",-4.026844,.5244808,0,,
"Market bridging and supporting services","DNK",,,,"STRI2024",,,,,
"Legal services","DNK",,,,"STRI2024",3.557141,3.048521,0,,
"Accounting services","DNK",,,,"STRI2024",8.941174,10.07919,0,,
"Commercial banking","DNK",,,,"STRI2024",2.100844,11.93416,0,,
"Insurance","DNK",,,,"STRI2024",-.683801,5.289682,0,,
"Physical infrastructure services","DNK",,,,"STRI2024",,,,,
"Construction","DNK",,,,"STRI2024",21.68587,8.265251,0,,
"Architecture services","DNK",,,,"STRI2024",13.63636,24,0,,
"Engineering services","DNK",,,,"STRI2024",23.76344,9.470026,0,,
"Digital network","ESP",,,,"STRI2024",,,,,
"Computer services","ESP",,,,"STRI2024",0,-13.68119,0,,
"Telecommunication","ESP",,,,"STRI2024",-12.07673,30.82565,0,,
"Broadcasting","ESP",,,,"STRI2024",0,7.256894,0,,
"Motion pictures","ESP",,,,"STRI2024",0,2.860063,0,,
"Sound recording","ESP",,,,"STRI2024",0,-6.82731,0,,
"Logistics and related services","ESP",,,,"STRI2024",,,,,
"Air transport","ESP",,,,"STRI2024",0,-2.366865,0,,
"Maritime transport","ESP",,,,"STRI2024",0,-7.482989,0,,
